mortality_trend,cohort_effect,smoking_index,crude_rate,premium_band,postcode_score,tenure_months,marketing_segment,contact_recency,web_logins,paperless_score,call_centre_index,app_sessions,survey_score,annuity_60,life_exp_60,survival_to_80
-1.8356,0.2149,-0.1978,0.707,10.094,-3.09,-17.624,-9.11,7.257,-19.302,-7.403,-0.256,0.662,-1.483,-2.1099,0.4538,-2.4985
-0.3303,-2.3099,1.0024,5.909,13.568,18.622,10.949,-6.415,-3.459,-7.567,11.948,-14.814,2.774,-0.97,-2.0381,-2.8279,0.8467
-1.9319,0.7591,-0.256,2.956,0.516,-4.222,-13.156,-5.822,4.609,12.364,-5.8,6.655,-4.605,1.429,-2.1231,1.0106,-2.661
-0.6391,-2.298,-0.8933,-6.251,-3.098,6.272,-10.856,-12.528,16.151,3.462,-9.333,5.295,-0.635,-13.789,-2.1264,-1.1725,-1.5314
0.7793,-0.6058,1.982,3.09,-3.2,4.284,7.623,4.209,3.653,9.15,-4.573,-9.942,11.378,-2.916,0.3008,-0.8279,2.5302
1.4755,-0.1192,0.2303,1.84,7.895,-3.281,0.982,3.878,-7.546,10.501,9.799,-14.304,-4.572,1.998,1.5927,-0.3004,0.6739
1.1906,-0.3686,-1.1262,1.282,-3.075,5.34,18.75,8.643,-5.015,2.77,11.589,5.479,3.012,-13.609,0.965,1.2104,-0.783
1.1849,-0.8609,0.0267,-7.901,-4.895,1.768,-5.774,4.79,2.024,-0.461,-23.501,-11.2,-16.461,-12.77,0.4663,-0.8931,0.5279
-1.4229,-2.1881,-1.8575,-3.399,-9.474,-22.359,-1.882,19.267,1.336,3.274,-15.381,-2.825,-11.914,-5.949,-2.4822,0.82,-3.6164
1.0595,0.1597,-0.2261,-3.065,4.411,-2.177,-6.281,1.929,3.074,-7.668,-1.169,-3.663,5.4,-3.649,1.4907,0.35,0.1956
0.547,-0.9555,0.5102,7.404,-0.757,-8.708,8.875,1.215,-6.86,0.424,-10.533,-8.814,-13.329,1.082,-0.3093,-1.3489,0.8391
-0.106,-0.015,-0.6586,3.918,-12.555,-2.322,-3.56,0.324,-2.06,4.079,-1.836,16.974,-2.352,14.737,-0.1296,0.7515,-0.7979
-1.7534,1.5476,0.5576,-3.003,10.748,2.96,-2.761,-9.921,0.801,-1.817,-5.675,7.146,3.842,-3.553,-1.6579,1.17,-1.5382
-0.0749,0.0084,-0.3389,-9.648,-9.467,6.632,-20.058,-6.571,-3.507,-3.649,10.978,7.489,0.149,-1.266,-0.0429,0.3424,-0.4305
0.6463,0.4657,0.6214,8.083,-3.777,-10.952,5.844,9.234,-1.609,-3.163,1.894,-14.289,11.262,10.303,1.2253,0.0743,1.0055
-0.6042,-0.3386,0.2474,3.624,-2.226,11.657,3.74,-0.903,-4.547,1.213,-0.07,1.887,10.816,5.201,-0.8886,-0.5221,-0.3062
0.0256,0.195,-0.1692,2.002,-7.955,2.692,-7.316,-0.474,0.461,4.88,7.048,12.583,-5.95,3.981,0.1226,0.3899,-0.1786
0.6334,-1.316,-1.1577,-4.575,-1.731,4.397,20.751,0.88,-8.549,2.669,7.897,-2.694,16.354,-3.526,-0.61,0.2183,-0.9177
1.1132,-0.4462,1.6376,6.649,-2.442,13.516,-6.095,1.717,4.207,-1.146,-9.332,-5.747,-7.154,0.966,0.7934,-0.8353,2.2064
-0.0653,-1.0186,-2.1152,-0.89,15.097,-25.574,2.574,0.749,2.501,-14.253,-8.381,6.787,-12.878,-14.7,-0.8572,2.7257,-2.3482
0.4056,-0.6294,1.6206,1.601,1.817,-2.671,-5.558,-5.364,6.152,3.326,2.138,-6.523,1.34,1.199,-0.0814,-1.0057,2.0496
-0.5837,0.4298,0.1554,-5.855,12.509,-3.284,6.564,8.502,5.162,5.608,-9.51,5.614,-5.35,5.786,-0.4008,0.2088,-0.3312
-1.7307,-0.3103,1.2023,0.817,3.071,6.23,10.726,5.141,0.311,-11.96,-7.016,19.435,10.293,-0.597,-2.1447,-0.8722,-0.7324
1.6946,1.1159,-1.0401,9.462,-3.106,-7.051,-18.644,8.425,-4.987,3.107,4.881,24.599,0.154,6.23,3.5088,2.4602,-0.7926
-1.4455,0.1139,-0.512,-2.381,-10.748,0.38,13.789,-9.021,-4.127,4.061,1.372,6.047,-5.783,-5.742,-1.6528,0.6915,-2.1942
0.6216,-0.4627,-0.5643,2.635,-8.29,13.647,-16.803,-2.799,-7.134,-1.442,-3.746,-3.847,8.29,9.008,0.3152,0.2406,-0.214
-1.3005,1.426,-0.7648,7.717,0.701,-5.708,-8.861,5.751,-20.664,5.566,1.642,5.301,7.4,1.617,-0.983,2.3982,-2.2802
-0.3595,-0.0417,-1.5813,-0.329,-9.114,9.641,0.534,-0.892,-8.941,-11.172,-9.764,3.911,-2.407,-7.96,-0.4487,2.3577,-2.0422
1.1601,1.2416,-0.4595,1.661,-15.083,4.184,8.989,7.605,1.222,-5.737,-5.235,-12.376,-11.08,13.578,2.8518,1.6928,-0.0894
-2.0369,-1.2402,-0.3552,7.073,-7.75,8.059,-6.198,-9.738,-5.359,4.906,4.206,12.192,4.943,11.467,-2.7086,-0.8006,-3.0828
0.1121,-0.4958,-0.5454,1.446,5.1,-13.881,6.218,-8.992,-1.676,5.534,-8.938,-6.253,-0.728,2.669,-0.2689,0.1405,-0.4234
1.3577,0.4189,0.2952,1.513,-3.87,14.055,-1.027,-1.87,7.726,6.332,1.403,0.124,3.465,-10.373,2.1784,0.2523,0.783
0.0235,0.2426,-0.2909,7.446,10.091,19.571,5.602,1.857,-6.424,-10.045,1.253,13.494,8.197,2.203,0.2266,0.5838,-0.3261
-0.3969,-1.9112,0.1817,-4.822,5.342,2.604,10.084,-3.696,2.003,1.285,6.972,2.249,-6.552,-5.593,-1.8219,-2.066,-0.1451
-0.8628,0.1253,-0.4291,-6.378,-11.072,3.054,18.071,4.523,-1.584,-12.281,7.093,6.307,7.017,3.677,-0.9451,0.5712,-1.3056
-0.1568,-1.5275,-0.0251,5.318,1.638,6.448,-2.633,13.819,10.664,4.06,1.791,5.327,-3.641,18.12,-1.2696,-1.4822,-0.1372
-0.6251,-0.1608,1.7887,-0.072,0.64,11.44,1.818,0.678,0.301,-2.003,-6.92,-4.828,10.523,-3.845,-0.8378,-0.471,1.4184
-0.3324,-0.0005,1.6984,7.833,-5.663,-9.214,-0.64,2.742,0.524,-5.104,0.538,-4.559,-10.239,2.205,-0.4429,-0.3475,1.5783
-0.0217,-1.6767,0.2556,-1.35,13.686,-24.273,3.31,-7.109,-6.204,-3.151,-2.706,7.437,-11.408,1.609,-1.4222,-1.8501,0.215
0.301,-0.7465,0.0122,1.606,1.607,5.865,6.555,-4.474,-2.885,-0.323,-3.788,0.36,4.155,4.513,-0.2697,-0.7352,0.1946
0.0218,1.2692,0.4589,2.283,-0.51,-8.331,13.714,-0.67,-5.443,7.001,-16.284,3.123,8.153,-15.314,0.9909,0.9345,0.5113
-1.2272,-1.7069,-0.3725,-2.845,-9.082,5.963,1.812,-3.585,-13.687,-25.565,4.063,-7.722,0.133,-4.132,-2.1054,-1.3633,-1.7006
0.2121,0.1417,-0.4465,-1.333,-1.042,1.62,-8.286,-1.797,-0.213,10.219,10.512,11.089,-3.902,-0.596,0.3565,0.6211,-0.4212
-0.5958,-0.8672,-0.7382,-2.82,-5.174,-23.045,10.667,-3.403,4.401,-11.744,-6.571,-12.374,3.35,3.633,-1.2944,-0.0471,-1.3111
0.5691,0.6811,0.2204,-8.901,-2.08,3.418,-3.673,-3.978,-10.015,2.738,-0.521,0.217,4.939,6.009,1.3392,0.4711,0.5345
-0.1077,-1.633,0.8247,1.314,-0.624,-6.623,0.87,-1.847,-4.897,8.297,-6.136,8.231,-8.983,-8.267,-1.4273,-2.0834,0.8298
-1.047,2.0041,-0.3709,1.189,-2.742,10.833,3.332,2.046,9.537,-3.065,4.807,-11.03,-15.47,5.542,-0.2555,2.4194,-1.4787
0.5536,-1.0545,-0.8816,0.049,1.814,-2.86,-11.379,-4.535,-13.07,0.202,-3.097,7.977,7.981,1.908,-0.2684,0.0861,-0.6681
-0.6461,-0.6572,0.2302,-3.11,-4.362,2.718,10.74,2.367,0.59,-10.028,13.625,3.418,4.485,-5.299,-1.1352,-0.7912,-0.3648
0.3269,-1.5184,-0.0571,9.626,-14.135,-1.015,-0.299,10.375,3.765,-0.24,5.456,2.862,-16.194,-11.016,-1.0035,-1.5067,0.1605
-1.2239,-1.3983,-0.2777,11.149,5.102,-11.537,-4.207,0.026,-3.475,-12.633,1.183,4.638,-2.281,3.256,-1.9165,-1.1213,-1.6255
-1.2252,-1.8874,1.1699,-3.537,0.797,8.204,7.585,11.384,-14.854,-1.758,-10.185,18.046,-7.034,-14.117,-2.2799,-2.3874,-0.0052
-0.1814,2.0327,-0.5501,6.151,-4.801,8.057,15.122,-2.653,-12.195,-4.374,8.572,4.054,1.705,-4.725,1.3017,2.7058,-0.717
-0.4616,0.5399,1.6573,-4.739,-5.275,-1.89,-2.797,4.413,11.842,-6.639,14.706,-1.5,-9.84,-10.466,-0.2144,0.2194,1.4589
-0.4605,2.5734,2.6847,-2.98,-0.082,-3.143,3.631,4.165,-0.06,-13.264,-2.635,-8.532,16.437,-6.647,1.1079,2.977,2.5644
-0.3917,-0.2039,1.2397,-3.286,-6.39,2.62,-5.767,-0.733,-3.121,-13.054,6.469,7.081,-3.878,-5.038,-0.543,-0.6729,1.0445
0.3594,-0.2247,1.5017,6.967,8.506,-14.591,-8.855,-5.901,0.056,-7.095,-3.731,-2.808,-1.066,-11.711,0.2188,-0.6206,1.8665
1.3375,0.259,-0.4256,-6.74,0.67,9.318,-3.023,0.566,-2.291,-5.727,-12.511,-3.698,-12.261,-5.879,1.913,0.6852,-0.0273
0.1559,-0.0384,1.0278,7.312,11.754,2.771,-5.553,-3.678,1.533,11.329,-2.747,1.03,-0.313,-10.58,0.0716,-0.5447,1.2695
0.555,0.8027,0.9378,-9.018,1.174,-5.933,11.555,4.182,3.799,-8.846,-3.652,7.388,0.072,6.837,1.361,0.2892,1.2672
-0.3816,0.878,-1.9463,7.044,8.445,14.578,-4.659,-6.934,17.512,4.389,2.907,-7.92,-0.919,-9.619,0.1085,4.1319,-2.4953
-0.5856,-0.4779,-0.0328,3.623,-13.99,2.481,-2.082,-5.476,-8.764,8.83,-6.148,12.541,-5.258,9.746,-0.9641,-0.4291,-0.5893
1.8893,-0.84,0.4622,-4.074,-1.958,-3.515,6.6,13.881,-4.39,-2.353,-5.212,-16.33,4.378,-5.885,1.086,-1.224,0.7671
-0.2816,-0.5685,1.3371,-0.086,-5.313,7.006,-4.623,6.503,3.198,4.189,-5.1,20.202,-9.727,-5.289,-0.7452,-1.0811,1.2454
-0.0941,0.0844,0.4209,-1.525,5.444,6.834,11.493,-10.043,-10.483,-3.587,-0.169,-5.39,-3.523,-10.395,-0.0278,-0.3045,0.4168
-0.6235,0.6285,0.9957,-2.294,5.772,-2.382,-11.752,4.069,19.863,9.745,1.763,1.881,-8.223,1.042,-0.3605,0.1332,0.5791
-0.198,0.1351,-0.1084,3.45,8.604,-7.93,2.719,-5.52,-1.307,3.426,-8.572,-9.687,-16.24,10.74,-0.1256,0.2649,-0.2948
-0.5313,1.0269,-0.1804,8.021,-6.047,-9.802,3.292,7.545,17.973,1.452,-7.004,2.861,7.609,-1.324,0.0012,1.1977,-0.6789
-1.1852,-1.2839,1.7342,0.359,-7.309,11.449,7.988,2.649,-4.511,-11.99,12.126,-0.438,-5.762,-9.203,-2.0147,-1.6589,0.6976
-1.1824,1.1654,0.7448,-0.529,0.609,4.615,-18.917,15.636,5.138,-21.399,1.388,2.852,-2.448,-5.786,-0.958,0.7284,-0.4541
2.1899,-0.0714,-0.401,-0.92,-4.048,-5.738,11.627,0.636,8.249,3.995,-4.619,-4.309,-15.199,0.491,2.5343,0.4035,-0.3237
1.1915,0.9765,0.6617,2.487,-12.316,2.439,-2.589,8.333,-7.255,8.584,-4.855,7.834,5.286,-3.384,2.5883,0.4605,1.1082
-0.4304,0.3701,1.5253,-1.929,-0.561,1.247,2.052,-1.647,3.544,2.108,-11.314,0.264,-10.429,-9.18,-0.2947,-0.1072,1.2746
0.7333,0.0067,0.3671,2.992,-5.843,9.613,-5.45,17.138,-0.823,-4.454,9.042,0.719,5.878,6.096,0.9193,-0.2584,0.7655
0.5519,-0.718,1.8036,-6.026,4.658,-0.05,-6.952,11.101,-2.209,-5.885,-17.933,-12.054,-8.243,11.533,-0.023,-1.0752,2.3014
2.2647,-0.618,0.0645,-0.044,-6.424,0.567,9.314,-9.888,3.058,0.159,-4.149,-6.829,0.739,9.599,1.795,-0.6671,0.1252
-1.4888,-0.3177,0.5323,-4.115,-2.292,4.971,2.521,5.339,2.533,-8.298,-8.627,-3.704,8.354,2.94,-1.8895,-0.6865,-1.1031
-0.9947,0.8915,0.1344,-8,3.465,2.2,5.67,4.893,11.394,-9.8,-0.952,1.67,3.96,-5.08,-0.787,0.7715,-0.7736
-0.7647,1.3579,0.0534,-4.381,-2.351,11.404,-9.852,2.12,-3.337,-0.453,-2.103,-9.996,-7.57,-4.336,-0.1099,1.3595,-0.6882
0.6409,-0.532,0.8326,7.795,3.383,6.743,4.656,17.101,-4.88,-7.612,-5.06,5.013,16.559,16.4,0.239,-0.9944,1.1883
-0.686,0.1129,-1.5571,-3.461,-14.999,-8.298,-10.503,0.933,-3.346,7.692,-4.909,0.651,6.038,-5.71,-0.7296,2.5408,-2.3481
-1.0229,1.4452,-2.2448,7.145,-4.637,-1.486,0.191,-13.083,5.573,-2.014,0.523,-6.254,8.083,-6.688,-0.5479,5.4893,-3.4607
-0.3512,0.1398,1.7755,8.906,-5.53,-9.908,-7.282,1.058,13.952,-7.793,0.695,6.365,11.238,-2.947,-0.3202,-0.2647,1.6447
1.2649,0.1892,0.0622,1.477,-10.756,-7.248,-4.156,2.455,9.18,12.286,10.033,7.076,-6.683,1.8,1.7837,0.1517,0.4933
0.6109,0.5759,0.04,-1.352,0.725,-3.337,-0.477,-7.375,-11.874,5.58,-7.09,-20.299,8.393,-2.72,1.3581,0.5392,0.2534
-2.0308,1.2827,1.1199,4.454,-2.588,-2.683,6.82,4.46,-4.743,0.424,-14.985,2.221,-9.617,-5.658,-2.2083,0.7277,-1.4123
0.4978,-1.2904,-0.3023,6.899,-8.162,10.383,0.274,5.245,-12.754,-0.5,6.25,-7.908,-11.001,4.831,-0.6525,-0.9127,-0.0913
-0.8503,-1.4042,0.3161,2.215,-11.06,-6.928,-5.028,8.224,-2.205,-6.461,-4.931,-8.52,-0.646,-3.781,-1.8114,-1.679,-0.4689
-1.6873,0.6839,0.726,4.923,-3.481,2.635,-14.118,-7.236,0.885,4.628,-7.18,-0.868,0.301,-6.889,-1.8411,0.229,-1.2839
1.1427,-1.9795,0.1111,-2.484,-9.441,0.475,-2.4,11.129,-8.058,-3.876,12.514,0.324,-1.099,-4.273,-0.8879,-2.0911,0.5274
0.7598,1.2465,0.5414,5.022,18.819,6.969,-2.022,-11.81,-6.442,-5.179,-2.735,2.001,-9.183,-12.169,2.1984,0.8645,0.9303
0.9887,0.4717,1.6046,1.116,-0.434,-1.3,11.859,4.431,4.475,-7.023,-7.202,5.322,2.282,3.676,1.7558,0.0487,2.2118
0.7821,-0.2483,0.6098,5.637,-1.879,9.463,2.964,1.278,6.815,16.2,-14.756,1.994,-3.927,-14.403,0.6502,-0.6685,1.0355
1.5869,0.6001,0.9645,0.101,1.318,1.492,-8.787,0.059,1.526,-0.871,-4.374,9.956,6.996,-0.648,2.6288,0.1269,1.4173
-1.154,-2.3606,-1.7008,-15.321,-4.49,17.897,1.224,-5.456,-6.234,0.483,-10.824,0.72,2.903,2.141,-2.4398,0.3671,-3.0365
0.6669,1.6783,-1.6703,3.249,10.442,8.701,0.353,1.263,-8.95,6.863,6.902,-3.561,4.597,1.554,2.4825,4.3017,-1.4751
-0.9201,0.189,1.2559,0.742,-8.641,0.268,4.587,4.053,-1.197,0.994,7.387,-9.031,8.663,8.207,-1.0663,-0.2656,0.4335
0.7948,0.9749,1.3721,-6.079,-1.573,7.58,10.923,18.835,11.722,0.115,-1.736,2.334,0.864,-10.397,2.0105,0.4604,1.9415
0.6903,-0.6733,-0.0494,-9.017,-7.342,-2.702,-0.782,6.988,-20.576,0.493,4.15,22.325,10.753,3.165,0.1414,-0.65,0.2254
-1.5985,-0.3244,-0.1521,-7.913,-1.28,-10.16,-9.58,6.701,0.17,-11.895,4.358,-8.598,-1.318,-10.844,-1.9962,-0.1334,-2.0286
0.1545,-0.3249,-0.5526,-2.662,-12.945,9.45,7.178,4.07,-6.118,2.891,-3.896,-3.39,1.973,12.952,-0.1518,0.3307,-0.5283
0.5364,0.7718,-0.1104,-0.74,2.067,-15.575,-3.919,-5.248,-4.254,-12.861,-16.18,-2.071,-20.422,-6.124,1.4441,0.8677,0.1945
-1.0421,-1.1338,-0.3018,-1.615,2.63,5.129,-1.552,2.679,1.434,5.001,5.154,-14.447,6.01,-1.107,-1.7991,-0.8492,-1.4079
-0.9877,0.3618,0.3445,0.251,-1.924,6.245,4.672,-3.211,3.993,2.516,-10.211,0.958,0.859,-4.073,-0.9919,0.1034,-0.6061
1.3543,-0.9898,1.4123,-7.632,-15.145,8.422,10.291,-0.041,-9.236,1.117,-10.381,-3.603,0.98,-5.778,0.369,-1.4878,1.9294
-1.048,-0.349,-0.4785,1.378,7.059,-1.506,10.546,6.742,1.196,-3.009,1.829,5.253,-1.284,9.495,-1.4712,0.1178,-1.6478
-0.8746,1.7989,-0.1882,5.662,0.923,9.299,-5.543,-12.911,-3.433,-6.713,3.681,5.178,2.365,-2.983,-0.078,1.9693,-0.9714
-0.3593,0.5126,1.7509,-0.623,1.06,-7.248,-0.435,1.895,-8.523,-2.76,3.025,-3.393,-0.176,-9.308,-0.1005,0.1317,1.6478
-0.6717,0.691,-0.039,4.767,8.672,6.85,-6.547,-2.022,-5.112,-0.928,12.712,1.058,0.412,-1.578,-0.451,0.7149,-0.6239
-1.7892,0.1505,-0.4214,2.3,-17.073,2.238,-6.458,-4.552,-6.636,-9.226,8.141,3.207,6.411,18.347,-2.0811,0.6224,-2.6126
0.0702,1.7614,-1.23,-3.096,-7.346,3.395,7.655,8.833,4.628,6.485,-5.064,1.826,9.615,6.272,1.5385,3.3623,-1.2446
-0.0554,-0.1591,0.9323,-0.456,-5.587,-13.624,7.445,-1.443,20.271,1.023,11.845,-7.965,-0.28,7.126,-0.1814,-0.6412,0.9358
-0.3637,0.4639,1.4834,-4.612,-5.261,-5.256,-3.869,8.949,-10.308,-8.758,8.626,7.717,0.811,6.585,-0.1282,-0.0448,1.3355
0.563,0.5671,0.3396,-3.307,-12.332,-1.004,0.956,6.008,13.686,1.617,3.021,-0.753,0.21,-4.839,1.1648,0.2225,0.7087
-1.48,-0.4409,0.0944,0.613,-0.413,6.124,-10.955,-7.85,4.408,-6.09,-4.534,6.072,14.597,-1.16,-1.9809,-0.5756,-1.5943
1.4738,-0.2841,-1.3788,-1.296,13.463,-0.329,5.573,16.567,-19.172,-7.746,7.703,-9.612,-2.373,-7.726,1.4428,1.6363,-1.0639
-1.7447,-0.9833,1.1442,-3.177,2.588,-12.715,4.666,8.885,-27.469,4.346,7.143,-1.025,7.116,-1.902,-2.422,-1.5349,-0.8262
-0.0241,0.9004,-0.5938,1.908,5.35,-2.005,8.626,-2.4,-5.099,-4.035,3.232,3.726,1.779,7.981,0.6933,1.5382,-0.6123
1.0731,1.3416,-0.3235,-4.592,-11.637,2.147,-7.897,-9.88,-9.781,19.448,-1.153,10.669,-14.965,-3.467,2.7678,1.664,0.0066
-0.0256,1.8712,-0.1181,-1.766,1.397,-0.955,5.464,-2.447,1.572,-21.881,-8.87,-1.022,1.597,6.829,1.4899,1.9706,-0.1035
-0.3504,-1.4196,-2.5495,-3.392,2.607,4.979,17.331,-3.058,-0.777,-1.65,-7.387,1.611,7.787,-2.91,-1.3763,3.4835,-3.0886
-0.0601,-0.4435,-0.8736,-0.966,14.789,-1.349,8.481,-3.914,11.561,-15.045,3.26,-12.015,-3.848,-6.847,-0.4442,0.6316,-1.0405
-1.1186,2.1246,-0.6715,-3.349,4.075,-1.923,-0.794,-6.265,-5.196,-7.176,-2.514,5.093,7.059,-11.335,-0.3872,2.8357,-1.9192
-0.6046,0.6473,0.0069,-2.76,-2.831,-10.202,-7.65,5.372,6.873,2.948,4.471,8.278,-7.278,-8.459,-0.3536,0.7029,-0.5862
-1.451,1.96,0.9979,-1.996,3.783,10.611,-4.748,-5.665,-6.088,-3.316,7.04,2.817,-2.548,11.874,-0.9583,1.3744,-0.5081
2.0002,-0.4358,-2.3142,-7.397,-0.224,14.318,6.021,2.268,10.916,-5.004,12.499,0.556,1.415,4.791,1.7672,3.8398,-2.3142
-2.7865,-0.648,0.084,-0.655,7.006,10,3.308,-0.991,12.455,5.25,-1.52,0.36,9.478,-3.772,-3.2553,-0.6709,-4.1763
-0.8828,-0.436,-1.2255,2.866,-1.432,-5.033,-9.44,2.519,6.303,-13.537,-6.358,-14.573,6.583,-15.085,-1.2876,1.2315,-2.1769
0.8293,0.1239,-0.5627,4.315,-6.112,-8.068,-4.247,0.686,-8.988,12.686,6.332,-3.489,9.279,8.491,1.1455,0.7351,-0.2503
-1.2151,-0.7646,1.819,-3.203,13,10.829,-7.763,1.447,13.162,-6.08,-7.226,1.932,-4.203,0.726,-1.7862,-1.0623,0.7097
0.1372,-0.6713,-0.3858,-3.883,-1.379,-3.836,7.64,-4.609,-4.252,1.15,-10.727,-14.884,-9.23,2.044,-0.4671,-0.2418,-0.3
-2.0457,-0.6045,-1.6866,-3.692,-0.512,4.92,-5.627,5.698,-5.676,13.996,7.558,-8.548,3.552,3.72,-2.529,2.0781,-4.536
-0.0146,-0.415,-2.05,-6.141,-8.175,1.773,8.105,-4.422,-8.983,-8.755,3.835,0.159,7.598,2.741,-0.3647,3.1517,-2.2505
-0.9106,-0.4945,-0.1444,-7.068,3.397,-1.969,-3.074,14.128,9.085,7.83,4.507,-9.917,-1.781,1.76,-1.3139,-0.3305,-1.0026
-0.3028,1.6217,1.416,-7.444,-3.5,12.644,16.892,-11.573,6.889,4.506,-7.484,-5.037,-15.419,16.561,0.7752,1.1772,1.3037
0.7422,-0.249,-0.1415,3.153,-3.898,-3.107,0.685,-6.929,-2.576,0.777,-12.455,-8.979,9.451,7.519,0.6111,-0.1939,0.1446
0.572,-1.2349,0.1847,4.376,0.993,-8.455,-3.384,3.477,8.955,7.528,9.092,6.332,2.95,-1.16,-0.5569,-1.4157,0.5293
-0.7755,-0.5988,0.3195,10.66,-7.236,15.089,0.817,2.561,-16.282,1.501,-6.252,9.844,8.702,-2.419,-1.2334,-0.8481,-0.4391
-2.0926,-0.5512,1.0504,8.906,-4.932,-4.527,-4.253,8.54,3.04,-0.169,4.832,-4.278,4.263,-1.518,-2.647,-1.0656,-1.6285
1.2636,0.8436,0.4303,-6.529,-0.506,-6.356,6.696,-6.908,3.62,4.224,11.207,20.942,-10.29,-14.911,2.5618,0.5014,0.9029
-0.7154,-1.1085,-0.1198,4.296,-3.573,2.743,1.888,-0.771,-14.251,7.856,-1.296,5.341,-25.521,-12.387,-1.468,-0.991,-0.7735
0.0997,-1.6213,0.1657,-0.2,1.721,1.068,12.618,-3.941,9.54,-3.14,10.739,-6.613,8.762,-2.57,-1.2046,-1.7834,0.3372
1.8813,-1.6033,1.1551,-7.461,-0.934,-10.369,-1.176,7.658,1.031,-2.473,0.484,-1.324,7.16,-4.435,0.1028,-2.1006,1.5044
-0.7707,1.0559,0.7662,6.433,-3.344,9.775,-3.706,-11.388,9.25,-6.532,4.264,2.472,-6.851,3.541,-0.2696,0.5771,0.1065
0.3995,-2.3156,-1.4962,-1.335,-15.007,15.836,-6.353,-1.721,-7.566,2.407,16.18,-10.926,-2.975,-12.707,-1.6536,-0.1068,-1.4207
-1.2364,-1.6119,1.3373,-6.886,3.813,3.932,4.83,-3.97,-4.379,-13.724,0.949,-0.585,13.102,2.598,-2.2325,-2.0726,0.2045
-1.2762,0.6877,0.9152,-6.108,10.598,11.002,-4.922,2.029,-16.309,11.121,-4.29,1.462,-6.435,-4.886,-1.3007,0.1732,-0.389
0.2038,0.3967,0.6546,14.656,0.825,4.678,-8.826,2.879,-6.527,-3.198,-9.075,3.406,7.046,4.188,0.5413,-0.0638,0.749
0.4335,-1.1371,-1.4482,7.728,-3.37,0.559,3.461,6.816,2.179,-18.263,4.813,-1.411,-0.166,-1.184,-0.5504,0.9416,-1.3636
1.7096,-0.1229,-0.9966,3.809,-0.293,-0.777,-1.195,-7.365,-13.882,-5.957,1.491,-13.903,-1.232,11.437,1.9035,1.2094,-0.8537
-0.6927,-0.0539,-1.2928,-1.245,-4.736,-1.358,3.151,4.658,24.207,0.789,4.224,-6.9,-2.515,5.981,-0.8617,1.8325,-2.135
0.7302,1.3449,0.1878,-0.613,13.757,-1.445,-1.396,5.133,-11.704,-7.529,14.268,-8.718,-6.284,12.321,2.3597,1.2485,0.5979
0.5046,-0.4812,-0.4495,-8.186,18.903,-3.13,14.859,-1.729,-1.674,5.453,-7.878,8.093,12.784,-0.771,0.0475,-0.0487,-0.235
-0.4948,0.2611,0.8903,-9.687,-5.614,-7.399,2.061,7.583,8.712,-6.597,-7.844,-9.542,8.267,-10.738,-0.4361,-0.2723,0.6003
0.4466,-0.4324,-0.9847,-9.341,-3.078,-17.691,0.89,-8.39,1.357,8.675,3.307,-2.225,3.64,3.763,0.159,0.8053,-0.7986
-0.2359,-1.868,-0.383,0.865,-4.627,6.314,-8.432,4.45,7.796,-9.487,-2.331,-10.769,6.403,-4.839,-1.612,-1.369,-0.5748
-0.1697,0.0393,0.407,0.842,-7.533,-0.561,-2.475,-24.752,-8.398,-5.922,-3.388,-5.588,-2.828,-4.137,-0.177,-0.1908,0.298
-1.3904,-0.3822,-0.1682,12.207,-7.773,5.302,11.013,-1.235,-3.265,9.077,0.658,2.936,-0.537,2.77,-1.8382,-0.2549,-1.7155
-0.8776,1.1655,0.3205,0.902,-9.151,3.929,-9.329,-3.203,-13.704,8.242,3.578,-2.067,-2.253,9.616,-0.4903,0.9456,-0.5094
-0.174,-0.5713,-1.4586,-5.297,0.566,-0.426,11.037,-0.468,7.652,-8.969,-11.154,5.825,-6.305,4.984,-0.618,1.6034,-1.6966
-1.0872,0.4557,1.008,-4.935,3.144,-4.74,13.774,7.65,-10.294,-5.081,-10.846,2.275,8.578,12.936,-1.0188,-0.0605,-0.0021
-0.3727,-0.4337,-0.3387,-0.357,10.703,-11.156,0.73,9.535,10.202,4.675,0.255,8.084,-4.086,6.738,-0.8272,-0.091,-0.6471
2.6357,0.4359,-0.5029,-1.884,8.745,13.423,-0.052,3.649,3.423,7.213,3.987,-9.523,4.8,1.329,3.8036,1.0386,-0.7767
0.679,0.2506,0.2412,6.24,4.225,13.103,-1.741,0.726,4.598,-0.124,3.544,-2.592,-2.188,-6.086,1.0183,0.0355,0.6471
-1.0228,-1.169,-0.5614,0.683,12.15,3.796,4.479,4.998,-9.114,-9.991,11.27,9.593,-8.945,-5.595,-1.7892,-0.5607,-1.6477
-0.6563,-0.7284,1.1326,4.526,4.839,4.077,3.649,-8.016,-2.106,-6.786,-0.713,-2.304,-2.69,2.071,-1.2285,-1.2248,0.6362
1.104,1.4869,-1.0429,-1.524,6.278,7.373,3.864,-7.936,-7.061,-18.986,-11.78,-15.572,1.498,3.541,3.0434,2.891,-0.771
-0.7314,3.3598,0.8472,-6.489,2.295,3.2,-1.892,8.931,7.085,2.444,-7.746,-13.181,-2.591,-15.935,1.1242,2.9532,0.2998
-2.0944,1.6238,-0.021,-5.673,-9.149,-10.878,-8.877,0.343,-7.801,2.664,5.967,-5.75,11.334,-10.628,-2.219,1.5887,-2.8377
